aro,name,definition,is_a
"ARO:3003408","Escherichia coli 16S rRNA (rrsB) mutation conferring resistance to tobramycin","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3001301","RlmA(II)","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3004683","aadS","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3002152","DHA-21","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3002683","catI","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3003744","vatF","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3005147","PDC-50","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3003064","ykkD","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3004761","BRO-1","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3002853","arr-8","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3000888","TEM-17","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3004454","Campylobacter coli chloramphenicol acetyltransferase","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3002615","aadA15","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3003514","Mycobacteroides chelonae 16S rRNA mutation conferring resistance to amikacin","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3005130","OXA-846","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3005133","PDC-62","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3004074","MuxB","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3004622","QnrS10","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3003937","Neisseria meningititis PBP2 conferring resistance to beta-lactam","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3005220","CMY-138","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3000965","TEM-102","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3003161","OXA-423","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3003559","cepA","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3001076","SHV-18","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3001174","SHV-127","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3005362","KPC-31","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3002958","vanYF","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3000215","mecR1","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3002041","CMY-30","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3001823","ACT-3","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3002066","CMY-55","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3001422","OXA-27","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3000778","adeG","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3002830","vgaALC","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3002710","QnrA4","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3004854","CMY-136","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3004670","FosB1","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3001329","mdtG","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3004662","MCR-3.3","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3001445","OXA-123","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3001752","OXA-297","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
