pathogen,resistance,criteria,model type
"Enterobacter kobei","ARO:3004623","perfect_strict","protein homolog model"
"Aeromonas hydrophila","ARO:3004623","perfect_strict","protein homolog model"
"Acinetobacter johnsonii","ARO:3004623","perfect_strict","protein homolog model"
"Enterobacter hormaechei","ARO:3004623","perfect","protein homolog model"
"Klebsiella pneumoniae","ARO:3004623","perfect","protein homolog model"
"Providencia stuartii","ARO:3004623","perfect","protein homolog model"
"Vibrio cholerae","ARO:3004623","perfect_strict","protein homolog model"
"Pseudomonas aeruginosa","ARO:3004623","perfect","protein homolog model"
"Pseudomonas aeruginosa","ARO:3004623","perfect_strict","protein homolog model"
"Citrobacter koseri","ARO:3004623","perfect_strict","protein homolog model"
"Citrobacter koseri","ARO:3004623","perfect","protein homolog model"
"Morganella morganii","ARO:3004623","perfect_strict","protein homolog model"
"Salmonella enterica","ARO:3004624","perfect","protein homolog model"
"Salmonella enterica","ARO:3004624","perfect_strict","protein homolog model"
"Bifidobacterium longum","ARO:3004626","perfect_strict","protein homolog model"
"Bifidobacterium breve","ARO:3004626","perfect","protein homolog model"
"Bifidobacterium breve","ARO:3004626","perfect_strict","protein homolog model"
"Bifidobacterium longum","ARO:3004626","perfect","protein homolog model"
"Escherichia coli","ARO:3004627","perfect_strict","protein homolog model"
"Escherichia coli","ARO:3004628","perfect","protein homolog model"
"Escherichia coli","ARO:3004628","perfect_strict","protein homolog model"
"Klebsiella michiganensis","ARO:3004628","perfect_strict","protein homolog model"
"Klebsiella pneumoniae","ARO:3004628","perfect_strict","protein homolog model"
"Pseudomonas aeruginosa","ARO:3004628","perfect","protein homolog model"
"Salmonella enterica","ARO:3004628","perfect_strict","protein homolog model"
"Pseudomonas aeruginosa","ARO:3004628","perfect_strict","protein homolog model"
"Enterococcus faecalis","ARO:3004629","perfect","protein homolog model"
"Salmonella enterica","ARO:3004629","perfect","protein homolog model"
"Pseudomonas aeruginosa","ARO:3004629","perfect","protein homolog model"
"Enterobacter hormaechei","ARO:3004629","perfect_strict","protein homolog model"
"Salmonella enterica","ARO:3004629","perfect_strict","protein homolog model"
"Klebsiella pneumoniae","ARO:3004629","perfect_strict","protein homolog model"
"Clostridioides difficile","ARO:3004629","perfect","protein homolog model"
"Citrobacter freundii","ARO:3004629","perfect","protein homolog model"
"Campylobacter coli","ARO:3004629","perfect","protein homolog model"
"Clostridioides difficile","ARO:3004629","perfect_strict","protein homolog model"
"Pseudomonas aeruginosa","ARO:3004629","perfect_strict","protein homolog model"
"Enterococcus faecium","ARO:3004629","perfect","protein homolog model"
"Enterococcus faecalis","ARO:3004629","perfect_strict","protein homolog model"
"Campylobacter coli","ARO:3004629","perfect_strict","protein homolog model"
"Campylobacter jejuni","ARO:3004629","perfect_strict","protein homolog model"
"Enterococcus faecium","ARO:3004629","perfect_strict","protein homolog model"
"Citrobacter freundii","ARO:3004629","perfect_strict","protein homolog model"
"Klebsiella pneumoniae","ARO:3004629","perfect","protein homolog model"
"Enterobacter hormaechei","ARO:3004629","perfect","protein homolog model"
"Mycoplasma genitalium","ARO:3004630","perfect_strict","protein variant model"
"Acinetobacter baumannii","ARO:3004632","perfect_strict","protein homolog model"
"Acinetobacter baumannii","ARO:3004633","perfect_strict","protein homolog model"
"Acinetobacter baumannii","ARO:3004634","perfect","protein homolog model"
"Klebsiella pneumoniae","ARO:3004634","perfect_strict","protein homolog model"
"Acinetobacter baumannii","ARO:3004634","perfect_strict","protein homolog model"
"Raoultella planticola","ARO:3004635","perfect","protein homolog model"
"Alcaligenes faecalis","ARO:3004635","perfect","protein homolog model"
"Salmonella enterica","ARO:3004635","perfect","protein homolog model"
"Serratia marcescens","ARO:3004635","perfect_strict","protein homolog model"
"Pseudomonas aeruginosa","ARO:3004635","perfect","protein homolog model"
"Salmonella enterica","ARO:3004635","perfect_strict","protein homolog model"
"Klebsiella pneumoniae","ARO:3004635","perfect_strict","protein homolog model"
"Enterobacter hormaechei","ARO:3004635","perfect_strict","protein homolog model"
"Providencia rettgeri","ARO:3004635","perfect","protein homolog model"
"Klebsiella quasipneumoniae","ARO:3004635","perfect_strict","protein homolog model"
"Enterobacter asburiae","ARO:3004635","perfect_strict","protein homolog model"
"Acinetobacter baumannii","ARO:3004635","perfect_strict","protein homolog model"
"Pseudomonas aeruginosa","ARO:3004635","perfect_strict","protein homolog model"
"Pseudomonas stutzeri","ARO:3004635","perfect_strict","protein homolog model"
"Alcaligenes faecalis","ARO:3004635","perfect_strict","protein homolog model"
"Citrobacter youngae","ARO:3004635","perfect","protein homolog model"
"Enterobacter hormaechei","ARO:3004635","perfect","protein homolog model"
"Providencia stuartii","ARO:3004635","perfect_strict","protein homolog model"
"Providencia stuartii","ARO:3004635","perfect","protein homolog model"
"Pseudomonas stutzeri","ARO:3004635","perfect","protein homolog model"
"Shewanella putrefaciens","ARO:3004635","perfect_strict","protein homolog model"
"Providencia rettgeri","ARO:3004635","perfect_strict","protein homolog model"
"Citrobacter youngae","ARO:3004635","perfect_strict","protein homolog model"
"Enterobacter cloacae","ARO:3004635","perfect_strict","protein homolog model"
"Enterobacter cloacae","ARO:3004635","perfect","protein homolog model"
"Enterobacter asburiae","ARO:3004635","perfect","protein homolog model"
"Klebsiella oxytoca","ARO:3004635","perfect_strict","protein homolog model"
"Klebsiella quasipneumoniae","ARO:3004635","perfect","protein homolog model"
"Proteus mirabilis","ARO:3004635","perfect","protein homolog model"
"Proteus mirabilis","ARO:3004635","perfect_strict","protein homolog model"
"Serratia marcescens","ARO:3004635","perfect","protein homolog model"
"Klebsiella pneumoniae","ARO:3004635","perfect","protein homolog model"
"Escherichia coli","ARO:3004635","perfect_strict","protein homolog model"
"Escherichia coli","ARO:3004635","perfect","protein homolog model"
"Raoultella planticola","ARO:3004635","perfect_strict","protein homolog model"
"Klebsiella oxytoca","ARO:3004635","perfect","protein homolog model"
"Salmonella enterica","ARO:3004636","perfect","protein homolog model"
"Enterobacter cloacae","ARO:3004636","perfect_strict","protein homolog model"
"Klebsiella quasipneumoniae","ARO:3004636","perfect_strict","protein homolog model"
"Klebsiella pneumoniae","ARO:3004636","perfect_strict","protein homolog model"
"Citrobacter freundii","ARO:3004636","perfect","protein homolog model"
"Klebsiella pneumoniae","ARO:3004636","perfect","protein homolog model"
"Salmonella enterica","ARO:3004636","perfect_strict","protein homolog model"
"Enterobacter kobei","ARO:3004636","perfect","protein homolog model"
"Klebsiella quasipneumoniae","ARO:3004636","perfect","protein homolog model"
"Enterobacter kobei","ARO:3004636","perfect_strict","protein homolog model"
"Enterobacter hormaechei","ARO:3004636","perfect_strict","protein homolog model"
"Citrobacter freundii","ARO:3004636","perfect_strict","protein homolog model"
"Enterobacter asburiae","ARO:3004636","perfect_strict","protein homolog model"
"Klebsiella pneumoniae","ARO:3004637","perfect","protein homolog model"
"Klebsiella pneumoniae","ARO:3004637","perfect_strict","protein homolog model"
"Enterobacter asburiae","ARO:3004637","perfect_strict","protein homolog model"
"Corynebacterium jeikeium","ARO:3004639","perfect_strict","protein homolog model"
"Corynebacterium urealyticum","ARO:3004639","perfect_strict","protein homolog model"
"Aeromonas veronii","ARO:3004638","perfect_strict","protein homolog model"
"Salmonella enterica","ARO:3004640","perfect_strict","protein homolog model"
"Klebsiella oxytoca","ARO:3004640","perfect_strict","protein homolog model"
"Escherichia coli","ARO:3004640","perfect_strict","protein homolog model"
"Enterobacter hormaechei","ARO:3004640","perfect_strict","protein homolog model"
"Klebsiella quasipneumoniae","ARO:3004640","perfect_strict","protein homolog model"
"Klebsiella pneumoniae","ARO:3004640","perfect_strict","protein homolog model"
"Citrobacter freundii","ARO:3004640","perfect_strict","protein homolog model"
"Pseudomonas stutzeri","ARO:3004640","perfect_strict","protein homolog model"
"Acinetobacter baumannii","ARO:3004641","perfect_strict","protein homolog model"
"Shigella sonnei","ARO:3004642","perfect_strict","protein homolog model"
"Citrobacter freundii","ARO:3004642","perfect_strict","protein homolog model"
"Shigella sonnei","ARO:3004642","perfect","protein homolog model"
"Klebsiella oxytoca","ARO:3004642","perfect","protein homolog model"
"Klebsiella oxytoca","ARO:3004642","perfect_strict","protein homolog model"
"Klebsiella pneumoniae","ARO:3004642","perfect_strict","protein homolog model"
"Klebsiella pneumoniae","ARO:3004642","perfect","protein homolog model"
"Citrobacter freundii","ARO:3004642","perfect","protein homolog model"
"Salmonella enterica","ARO:3004645","perfect_strict","protein homolog model"
"Salmonella enterica","ARO:3004645","perfect","protein homolog model"
"Aeromonas hydrophila","ARO:3004647","perfect_strict","protein homolog model"
"Clostridioides difficile","ARO:3004649","perfect_strict","protein homolog model"
"Enterococcus faecium","ARO:3004649","perfect","protein homolog model"
"Enterococcus faecalis","ARO:3004649","perfect","protein homolog model"
"Enterococcus faecalis","ARO:3004649","perfect_strict","protein homolog model"
"Clostridioides difficile","ARO:3004649","perfect","protein homolog model"
"Enterococcus faecium","ARO:3004649","perfect_strict","protein homolog model"
"Salmonella enterica","ARO:3004650","perfect_strict","protein homolog model"
"Enterococcus faecalis","ARO:3004650","perfect_strict","protein homolog model"
"Listeria monocytogenes","ARO:3004650","perfect_strict","protein homolog model"
"Enterococcus faecium","ARO:3004650","perfect_strict","protein homolog model"
"Klebsiella pneumoniae","ARO:3004650","perfect_strict","protein homolog model"
"Pseudomonas aeruginosa","ARO:3004650","perfect_strict","protein homolog model"
"Staphylococcus aureus","ARO:3004650","perfect_strict","protein homolog model"
"Clostridioides difficile","ARO:3004654","perfect_strict","rRNA gene variant model"
"Klebsiella michiganensis","ARO:3004654","perfect_strict","rRNA gene variant model"
"Escherichia coli","ARO:3004654","perfect_strict","rRNA gene variant model"
"Acinetobacter baumannii","ARO:3004654","perfect_strict","rRNA gene variant model"
"Enterobacter hormaechei","ARO:3004654","perfect_strict","rRNA gene variant model"
"Providencia rettgeri","ARO:3004654","perfect_strict","rRNA gene variant model"
"Alcaligenes faecalis","ARO:3004654","perfect_strict","rRNA gene variant model"
"Klebsiella pneumoniae","ARO:3004654","perfect_strict","rRNA gene variant model"
"Proteus mirabilis","ARO:3004654","perfect_strict","rRNA gene variant model"
"Enterococcus faecium","ARO:3004654","perfect_strict","rRNA gene variant model"
"Salmonella enterica","ARO:3004654","perfect_strict","rRNA gene variant model"
"Enterococcus faecium","ARO:3004656","perfect_strict","protein homolog model"
"Enterobacter chengduensis","ARO:3004656","perfect_strict","protein homolog model"
"Klebsiella oxytoca","ARO:3004656","perfect_strict","protein homolog model"
"Enterobacter cloacae","ARO:3004656","perfect_strict","protein homolog model"
"Enterobacter hormaechei","ARO:3004656","perfect_strict","protein homolog model"
"Proteus mirabilis","ARO:3004656","perfect_strict","protein homolog model"
"Shigella sonnei","ARO:3004656","perfect_strict","protein homolog model"
"Escherichia coli","ARO:3004656","perfect_strict","protein homolog model"
"Vibrio cholerae","ARO:3004656","perfect","protein homolog model"
"Enterobacter roggenkampii","ARO:3004656","perfect_strict","protein homolog model"
"Klebsiella quasipneumoniae","ARO:3004656","perfect_strict","protein homolog model"
"Citrobacter werkmanii","ARO:3004656","perfect_strict","protein homolog model"
"Klebsiella michiganensis","ARO:3004656","perfect_strict","protein homolog model"
"Klebsiella pneumoniae","ARO:3004656","perfect_strict","protein homolog model"
"Citrobacter portucalensis","ARO:3004656","perfect_strict","protein homolog model"
"Vibrio vulnificus","ARO:3004656","perfect_strict","protein homolog model"
"Enterobacter kobei","ARO:3004656","perfect_strict","protein homolog model"
"Raoultella planticola","ARO:3004656","perfect_strict","protein homolog model"
"Citrobacter freundii","ARO:3004656","perfect_strict","protein homolog model"
"Pseudomonas aeruginosa","ARO:3004656","perfect_strict","protein homolog model"
"Morganella morganii","ARO:3004656","perfect_strict","protein homolog model"
"Enterobacter asburiae","ARO:3004656","perfect_strict","protein homolog model"
"Cronobacter sakazakii","ARO:3004656","perfect_strict","protein homolog model"
"Vibrio cholerae","ARO:3004656","perfect_strict","protein homolog model"
"Salmonella enterica","ARO:3004656","perfect_strict","protein homolog model"
"Shigella boydii","ARO:3004656","perfect_strict","protein homolog model"
"Leclercia adecarboxylata","ARO:3004656","perfect_strict","protein homolog model"
"Serratia marcescens","ARO:3004656","perfect_strict","protein homolog model"
"Klebsiella huaxiensis","ARO:3004656","perfect_strict","protein homolog model"
"Proteus mirabilis","ARO:3004657","perfect_strict","protein homolog model"
